part_query,color,x,y,z,rx,ry,rz
18860,red,-30,-270,0,0,0,0
18860,white,-10,-270,0,0,0,0
18860,red,10,-270,0,0,0,0
18860,white,30,-270,0,0,0,0
18860,red,50,-270,0,0,0,0
18860,white,70,-270,0,0,0,0
18860,red,90,-270,0,0,0,0
18860,white,110,-270,0,0,0,0
18860,red,130,-270,0,0,0,0
18860,white,150,-270,0,0,0,0
18860,red,170,-270,0,0,0,0
18860,white,190,-270,0,0,0,0
18860,red,210,-270,0,0,0,0
18860,white,230,-270,0,0,0,0
18860,red,250,-270,0,0,0,0
18860,white,270,-270,0,0,0,0
18860,red,290,-270,0,0,0,0
18860,white,310,-270,0,0,0,0
18860,white,-310,-250,0,0,0,0
18860,red,-290,-250,0,0,0,0
18860,white,-270,-250,0,0,0,0
18860,red,-250,-250,0,0,0,0
18860,white,-230,-250,0,0,0,0
18860,red,-210,-250,0,0,0,0
18860,white,-190,-250,0,0,0,0
18860,red,-170,-250,0,0,0,0
18860,white,-150,-250,0,0,0,0
18860,red,-130,-250,0,0,0,0
18860,white,-110,-250,0,0,0,0
18860,red,-90,-250,0,0,0,0
18860,white,-70,-250,0,0,0,0
18860,red,-50,-250,0,0,0,0
18860,white,-30,-250,0,0,0,0
18860,red,-10,-250,0,0,0,0
18860,white,10,-250,0,0,0,0
18860,red,30,-250,0,0,0,0
18860,white,50,-250,0,0,0,0
18860,red,70,-250,0,0,0,0
18860,white,90,-250,0,0,0,0
18860,red,110,-250,0,0,0,0
18860,white,130,-250,0,0,0,0
18860,red,150,-250,0,0,0,0
18860,white,170,-250,0,0,0,0
18860,red,190,-250,0,0,0,0
18860,white,210,-250,0,0,0,0
18860,red,230,-250,0,0,0,0
18860,white,250,-250,0,0,0,0
18860,red,270,-250,0,0,0,0
18860,white,290,-250,0,0,0,0
18860,red,310,-250,0,0,0,0
18860,red,-310,-230,0,0,0,0
18860,white,-290,-230,0,0,0,0
18860,red,-270,-230,0,0,0,0
18860,white,-250,-230,0,0,0,0
18860,red,-230,-230,0,0,0,0
18860,white,-210,-230,0,0,0,0
18860,red,-190,-230,0,0,0,0
18860,white,-170,-230,0,0,0,0
18860,red,-150,-230,0,0,0,0
18860,white,-130,-230,0,0,0,0
18860,red,-110,-230,0,0,0,0
18860,white,-90,-230,0,0,0,0
18860,red,-70,-230,0,0,0,0
18860,white,-50,-230,0,0,0,0
18860,red,-30,-230,0,0,0,0
18860,white,-10,-230,0,0,0,0
18860,red,10,-230,0,0,0,0
18860,white,30,-230,0,0,0,0
18860,red,50,-230,0,0,0,0
18860,white,70,-230,0,0,0,0
18860,red,90,-230,0,0,0,0
18860,white,110,-230,0,0,0,0
18860,red,130,-230,0,0,0,0
18860,white,150,-230,0,0,0,0
18860,red,170,-230,0,0,0,0
18860,white,190,-230,0,0,0,0
18860,red,210,-230,0,0,0,0
18860,white,230,-230,0,0,0,0
18860,red,250,-230,0,0,0,0
18860,white,270,-230,0,0,0,0
18860,red,290,-230,0,0,0,0
18860,white,310,-230,0,0,0,0
18860,white,-310,-210,0,0,0,0
18860,red,-290,-210,0,0,0,0
18860,white,-270,-210,0,0,0,0
18860,red,-250,-210,0,0,0,0
18860,white,-230,-210,0,0,0,0
18860,red,-210,-210,0,0,0,0
18860,white,-190,-210,0,0,0,0
18860,red,-170,-210,0,0,0,0
18860,white,-150,-210,0,0,0,0
18860,red,-130,-210,0,0,0,0
18860,white,-110,-210,0,0,0,0
18860,red,-90,-210,0,0,0,0
18860,white,-70,-210,0,0,0,0
18860,red,-50,-210,0,0,0,0
18860,white,-30,-210,0,0,0,0
18860,red,-10,-210,0,0,0,0
18860,white,10,-210,0,0,0,0
18860,red,30,-210,0,0,0,0
18860,white,50,-210,0,0,0,0
18860,red,70,-210,0,0,0,0
18860,white,90,-210,0,0,0,0
18860,red,110,-210,0,0,0,0
18860,white,130,-210,0,0,0,0
18860,red,150,-210,0,0,0,0
18860,white,170,-210,0,0,0,0
18860,red,190,-210,0,0,0,0
18860,white,210,-210,0,0,0,0
18860,red,230,-210,0,0,0,0
18860,white,250,-210,0,0,0,0
18860,red,270,-210,0,0,0,0
18860,white,290,-210,0,0,0,0
18860,red,310,-210,0,0,0,0
18860,red,-310,-190,0,0,0,0
18860,white,-290,-190,0,0,0,0
18860,red,-270,-190,0,0,0,0
18860,white,-250,-190,0,0,0,0
18860,red,-230,-190,0,0,0,0
18860,white,-210,-190,0,0,0,0
18860,red,-190,-190,0,0,0,0
18860,white,-170,-190,0,0,0,0
18860,red,-150,-190,0,0,0,0
18860,white,-130,-190,0,0,0,0
18860,red,-110,-190,0,0,0,0
18860,white,-90,-190,0,0,0,0
18860,red,-70,-190,0,0,0,0
18860,white,-50,-190,0,0,0,0
18860,red,-30,-190,0,0,0,0
18860,white,-10,-190,0,0,0,0
18860,red,10,-190,0,0,0,0
18860,white,30,-190,0,0,0,0
18860,red,50,-190,0,0,0,0
18860,white,70,-190,0,0,0,0
18860,red,90,-190,0,0,0,0
18860,white,110,-190,0,0,0,0
18860,red,130,-190,0,0,0,0
18860,white,150,-190,0,0,0,0
18860,red,170,-190,0,0,0,0
18860,white,190,-190,0,0,0,0
18860,red,210,-190,0,0,0,0
18860,white,230,-190,0,0,0,0
18860,red,250,-190,0,0,0,0
18860,white,270,-190,0,0,0,0
18860,red,290,-190,0,0,0,0
18860,white,310,-190,0,0,0,0
18860,white,-310,-170,0,0,0,0
18860,red,-290,-170,0,0,0,0
18860,white,-270,-170,0,0,0,0
18860,red,-250,-170,0,0,0,0
18860,white,-230,-170,0,0,0,0
18860,red,-210,-170,0,0,0,0
18860,white,-190,-170,0,0,0,0
18860,red,-170,-170,0,0,0,0
18860,white,-150,-170,0,0,0,0
18860,red,-130,-170,0,0,0,0
18860,white,-110,-170,0,0,0,0
18860,red,-90,-170,0,0,0,0
18860,white,-70,-170,0,0,0,0
18860,red,-50,-170,0,0,0,0
18860,white,-30,-170,0,0,0,0
18860,red,-10,-170,0,0,0,0
18860,white,10,-170,0,0,0,0
18860,red,30,-170,0,0,0,0
18860,white,50,-170,0,0,0,0
18860,red,70,-170,0,0,0,0
18860,white,90,-170,0,0,0,0
18860,red,110,-170,0,0,0,0
18860,white,130,-170,0,0,0,0
18860,red,150,-170,0,0,0,0
18860,white,170,-170,0,0,0,0
18860,red,190,-170,0,0,0,0
18860,white,210,-170,0,0,0,0
18860,red,230,-170,0,0,0,0
18860,white,250,-170,0,0,0,0
18860,red,270,-170,0,0,0,0
18860,white,290,-170,0,0,0,0
18860,red,310,-170,0,0,0,0
18860,red,-310,-150,0,0,0,0
18860,white,-290,-150,0,0,0,0
18860,red,-270,-150,0,0,0,0
18860,white,-250,-150,0,0,0,0
18860,red,-230,-150,0,0,0,0
18860,white,-210,-150,0,0,0,0
18860,red,-190,-150,0,0,0,0
18860,white,-170,-150,0,0,0,0
18860,red,-150,-150,0,0,0,0
18860,white,-130,-150,0,0,0,0
18860,red,-110,-150,0,0,0,0
18860,white,-90,-150,0,0,0,0
18860,red,-70,-150,0,0,0,0
18860,white,-50,-150,0,0,0,0
18860,red,-30,-150,0,0,0,0
18860,white,-10,-150,0,0,0,0
18860,red,10,-150,0,0,0,0
18860,white,30,-150,0,0,0,0
18860,red,50,-150,0,0,0,0
18860,white,70,-150,0,0,0,0
18860,red,90,-150,0,0,0,0
18860,white,110,-150,0,0,0,0
18860,red,130,-150,0,0,0,0
18860,white,150,-150,0,0,0,0
18860,red,170,-150,0,0,0,0
18860,white,190,-150,0,0,0,0
18860,red,210,-150,0,0,0,0
18860,white,230,-150,0,0,0,0
18860,red,250,-150,0,0,0,0
18860,white,270,-150,0,0,0,0
18860,red,290,-150,0,0,0,0
18860,white,310,-150,0,0,0,0
18860,white,-310,-130,0,0,0,0
18860,red,-290,-130,0,0,0,0
18860,white,-270,-130,0,0,0,0
18860,red,-250,-130,0,0,0,0
18860,white,-230,-130,0,0,0,0
18860,red,-210,-130,0,0,0,0
18860,white,-190,-130,0,0,0,0
18860,red,-170,-130,0,0,0,0
18860,white,-150,-130,0,0,0,0
18860,red,-130,-130,0,0,0,0
18860,white,-110,-130,0,0,0,0
18860,red,-90,-130,0,0,0,0
18860,white,-70,-130,0,0,0,0
18860,red,-50,-130,0,0,0,0
18860,white,-30,-130,0,0,0,0
18860,red,-10,-130,0,0,0,0
18860,white,10,-130,0,0,0,0
18860,red,30,-130,0,0,0,0
18860,white,50,-130,0,0,0,0
18860,red,70,-130,0,0,0,0
18860,white,90,-130,0,0,0,0
18860,red,110,-130,0,0,0,0
18860,white,130,-130,0,0,0,0
18860,red,150,-130,0,0,0,0
18860,white,170,-130,0,0,0,0
18860,red,190,-130,0,0,0,0
18860,white,210,-130,0,0,0,0
18860,red,230,-130,0,0,0,0
18860,white,250,-130,0,0,0,0
18860,red,270,-130,0,0,0,0
18860,white,290,-130,0,0,0,0
18860,red,310,-130,0,0,0,0
18860,red,-310,-110,0,0,0,0
18860,white,-290,-110,0,0,0,0
18860,red,-270,-110,0,0,0,0
18860,white,-250,-110,0,0,0,0
18860,red,-230,-110,0,0,0,0
18860,white,-210,-110,0,0,0,0
18860,red,-190,-110,0,0,0,0
18860,white,-170,-110,0,0,0,0
18860,red,-150,-110,0,0,0,0
18860,white,-130,-110,0,0,0,0
18860,red,-110,-110,0,0,0,0
18860,white,-90,-110,0,0,0,0
18860,red,-70,-110,0,0,0,0
18860,white,-50,-110,0,0,0,0
18860,red,-30,-110,0,0,0,0
18860,white,-10,-110,0,0,0,0
18860,red,10,-110,0,0,0,0
18860,white,30,-110,0,0,0,0
18860,red,50,-110,0,0,0,0
18860,white,70,-110,0,0,0,0
18860,red,90,-110,0,0,0,0
18860,white,110,-110,0,0,0,0
18860,red,130,-110,0,0,0,0
18860,white,150,-110,0,0,0,0
18860,red,170,-110,0,0,0,0
18860,white,190,-110,0,0,0,0
18860,red,210,-110,0,0,0,0
18860,white,230,-110,0,0,0,0
18860,red,250,-110,0,0,0,0
18860,white,270,-110,0,0,0,0
18860,red,290,-110,0,0,0,0
18860,white,310,-110,0,0,0,0
18860,white,-310,-90,0,0,0,0
18860,red,-290,-90,0,0,0,0
18860,white,-270,-90,0,0,0,0
18860,red,-250,-90,0,0,0,0
18860,white,-230,-90,0,0,0,0
18860,red,-210,-90,0,0,0,0
18860,white,-190,-90,0,0,0,0
18860,red,-170,-90,0,0,0,0
18860,white,-150,-90,0,0,0,0
18860,red,-130,-90,0,0,0,0
18860,white,-110,-90,0,0,0,0
18860,red,-90,-90,0,0,0,0
18860,white,-70,-90,0,0,0,0
18860,red,-50,-90,0,0,0,0
18860,white,-30,-90,0,0,0,0
18860,red,-10,-90,0,0,0,0
18860,white,10,-90,0,0,0,0
18860,red,30,-90,0,0,0,0
18860,white,50,-90,0,0,0,0
18860,red,70,-90,0,0,0,0
18860,white,90,-90,0,0,0,0
18860,red,110,-90,0,0,0,0
18860,white,130,-90,0,0,0,0
18860,red,150,-90,0,0,0,0
18860,white,170,-90,0,0,0,0
18860,red,190,-90,0,0,0,0
18860,white,210,-90,0,0,0,0
18860,red,230,-90,0,0,0,0
18860,white,250,-90,0,0,0,0
18860,red,270,-90,0,0,0,0
18860,white,290,-90,0,0,0,0
18860,red,310,-90,0,0,0,0
18860,red,-310,-70,0,0,0,0
18860,white,-290,-70,0,0,0,0
18860,red,-270,-70,0,0,0,0
18860,white,-250,-70,0,0,0,0
18860,red,-230,-70,0,0,0,0
18860,white,-210,-70,0,0,0,0
18860,red,-190,-70,0,0,0,0
18860,white,-170,-70,0,0,0,0
18860,red,-150,-70,0,0,0,0
18860,white,-130,-70,0,0,0,0
18860,red,-110,-70,0,0,0,0
18860,white,-90,-70,0,0,0,0
18860,red,-70,-70,0,0,0,0
18860,white,-50,-70,0,0,0,0
18860,red,-30,-70,0,0,0,0
18860,white,-10,-70,0,0,0,0
18860,red,10,-70,0,0,0,0
18860,white,30,-70,0,0,0,0
18860,red,50,-70,0,0,0,0
18860,white,70,-70,0,0,0,0
18860,red,90,-70,0,0,0,0
18860,white,110,-70,0,0,0,0
18860,red,130,-70,0,0,0,0
18860,white,150,-70,0,0,0,0
18860,red,170,-70,0,0,0,0
18860,white,190,-70,0,0,0,0
18860,red,210,-70,0,0,0,0
18860,white,230,-70,0,0,0,0
18860,red,250,-70,0,0,0,0
18860,white,270,-70,0,0,0,0
18860,red,290,-70,0,0,0,0
18860,white,310,-70,0,0,0,0
18860,white,-310,-50,0,0,0,0
18860,red,-290,-50,0,0,0,0
18860,white,-270,-50,0,0,0,0
18860,red,-250,-50,0,0,0,0
18860,white,-230,-50,0,0,0,0
18860,red,-210,-50,0,0,0,0
18860,white,-190,-50,0,0,0,0
18860,red,-170,-50,0,0,0,0
18860,white,-150,-50,0,0,0,0
18860,red,-130,-50,0,0,0,0
18860,white,-110,-50,0,0,0,0
18860,red,-90,-50,0,0,0,0
18860,white,-70,-50,0,0,0,0
18860,red,-50,-50,0,0,0,0
18860,white,-30,-50,0,0,0,0
18860,red,-10,-50,0,0,0,0
18860,white,10,-50,0,0,0,0
18860,red,30,-50,0,0,0,0
18860,white,50,-50,0,0,0,0
18860,red,70,-50,0,0,0,0
18860,white,90,-50,0,0,0,0
18860,red,110,-50,0,0,0,0
18860,white,130,-50,0,0,0,0
18860,red,150,-50,0,0,0,0
18860,white,170,-50,0,0,0,0
18860,red,190,-50,0,0,0,0
18860,white,210,-50,0,0,0,0
18860,red,230,-50,0,0,0,0
18860,white,250,-50,0,0,0,0
18860,red,270,-50,0,0,0,0
18860,white,290,-50,0,0,0,0
18860,red,310,-50,0,0,0,0
18860,red,-310,-30,0,0,0,0
18860,white,-290,-30,0,0,0,0
18860,red,-270,-30,0,0,0,0
18860,white,-250,-30,0,0,0,0
18860,red,-230,-30,0,0,0,0
18860,white,-210,-30,0,0,0,0
18860,red,-190,-30,0,0,0,0
18860,white,-170,-30,0,0,0,0
18860,red,-150,-30,0,0,0,0
18860,white,-130,-30,0,0,0,0
18860,red,-110,-30,0,0,0,0
18860,white,-90,-30,0,0,0,0
18860,red,-70,-30,0,0,0,0
18860,white,-50,-30,0,0,0,0
18860,red,-30,-30,0,0,0,0
18860,white,-10,-30,0,0,0,0
18860,red,10,-30,0,0,0,0
18860,white,30,-30,0,0,0,0
18860,red,50,-30,0,0,0,0
18860,white,70,-30,0,0,0,0
18860,red,90,-30,0,0,0,0
18860,white,110,-30,0,0,0,0
18860,red,130,-30,0,0,0,0
18860,white,150,-30,0,0,0,0
18860,red,170,-30,0,0,0,0
18860,white,190,-30,0,0,0,0
18860,red,210,-30,0,0,0,0
18860,white,230,-30,0,0,0,0
18860,red,250,-30,0,0,0,0
18860,white,270,-30,0,0,0,0
18860,red,290,-30,0,0,0,0
18860,white,310,-30,0,0,0,0
18860,white,-310,-10,0,0,0,0
18860,red,-290,-10,0,0,0,0
18860,white,-270,-10,0,0,0,0
18860,red,-250,-10,0,0,0,0
18860,white,-230,-10,0,0,0,0
18860,red,-210,-10,0,0,0,0
18860,white,-190,-10,0,0,0,0
18860,red,-170,-10,0,0,0,0
18860,white,-150,-10,0,0,0,0
18860,red,-130,-10,0,0,0,0
18860,white,-110,-10,0,0,0,0
18860,red,-90,-10,0,0,0,0
18860,white,-70,-10,0,0,0,0
18860,red,-50,-10,0,0,0,0
18860,white,-30,-10,0,0,0,0
18860,red,-10,-10,0,0,0,0
18860,white,10,-10,0,0,0,0
18860,red,30,-10,0,0,0,0
18860,white,50,-10,0,0,0,0
18860,red,70,-10,0,0,0,0
18860,white,90,-10,0,0,0,0
18860,red,110,-10,0,0,0,0
18860,white,130,-10,0,0,0,0
18860,red,150,-10,0,0,0,0
18860,white,170,-10,0,0,0,0
18860,red,190,-10,0,0,0,0
18860,white,210,-10,0,0,0,0
18860,red,230,-10,0,0,0,0
18860,white,250,-10,0,0,0,0
18860,red,270,-10,0,0,0,0
18860,white,290,-10,0,0,0,0
18860,red,310,-10,0,0,0,0
18860,red,-310,10,0,0,0,0
18860,white,-290,10,0,0,0,0
18860,red,-270,10,0,0,0,0
18860,white,-250,10,0,0,0,0
18860,red,-230,10,0,0,0,0
18860,white,-210,10,0,0,0,0
18860,red,-190,10,0,0,0,0
18860,white,-170,10,0,0,0,0
18860,red,-150,10,0,0,0,0
18860,white,-130,10,0,0,0,0
18860,red,-110,10,0,0,0,0
18860,white,-90,10,0,0,0,0
18860,red,-70,10,0,0,0,0
18860,white,-50,10,0,0,0,0
18860,red,-30,10,0,0,0,0
18860,white,-10,10,0,0,0,0
18860,red,10,10,0,0,0,0
18860,white,30,10,0,0,0,0
18860,red,50,10,0,0,0,0
18860,white,70,10,0,0,0,0
18860,red,90,10,0,0,0,0
18860,white,110,10,0,0,0,0
18860,red,130,10,0,0,0,0
18860,white,150,10,0,0,0,0
